Time,Outage1,Outage2,Outage3,Outage4,Outage5,Outage6,Outage7,Outage8,Outage9,Outage10,Outage11,Outage12,Outage13,Outage14,Outage15,Outage16,Outage17,Outage18,Outage19,Outage20,Outage21,Outage22,Outage23,Outage24,Outage25,Outage26,Outage27,Outage28,Outage29,Outage30,Outage31,Outage32,Outage33,Outage34,Outage35,Outage36,Outage37,Outage38,Outage39,Outage40,Outage41,Outage42,Outage43,Outage44,Outage45,Outage46,Outage47,Outage48,Outage49,Outage50,Outage51
0.14161,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.14994,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.15827,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.1666,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.17493,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.18326,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.19159,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.19992,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.20825,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.21658,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.22491,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.23324,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.24157,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.2499,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.25823,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.26656,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.27489,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.28322,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.29155,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.29988,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.30821,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.31654,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.32487,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.3332,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.34153,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
0.34986,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755,1.011265755
