Time,Outage1,Outage2,Outage3,Outage4,Outage5,Outage6,Outage7,Outage8,Outage9,Outage10,Outage11,Outage12,Outage13,Outage14,Outage15,Outage16,Outage17,Outage18,Outage19,Outage20,Outage21,Outage22,Outage23,Outage24,Outage25,Outage26,Outage27,Outage28,Outage29,Outage30,Outage31,Outage32,Outage33,Outage34,Outage35,Outage36,Outage37,Outage38,Outage39,Outage40,Outage41,Outage42,Outage43,Outage44,Outage45,Outage46,Outage47,Outage48,Outage49,Outage50,Outage51,Outage52
4.63981,0.998274982,0.989114463,1.008139968,1.011815429,0.967146754,1.051098347,1.007962346,1.014243007,1.009358525,1.060857177,0.989114463,1.002275705,0.998274982,1.009989977,1.009823799,0.991840839,1.011345148,1.009195566,1.02187717,1.01780045,1.051098347,1.025765419,0.970451117,1.010654211,0.967146754,0.965786755,0.998274982,1.009647846,1.021512866,0.972113013,1.01780045,1.01055932,1.010128021,1.009518266,1.029167891,1.010128021,1.051098347,1.014078736,1.008592129,1.010217786,1.008963943,1.009643674,1.009810686,1.009442687,1.036195755,1.009195566,1.009518266,0.972113013,1.010472059,1.009823799,1.010128021,0.963924944
4.64814,0.998578727,0.989452958,1.008302093,1.01186657,0.967093766,1.051194549,1.008182645,1.01426363,1.009482503,1.060150146,0.989452958,1.001466393,0.998578727,1.010129213,1.009865522,0.992074132,1.01140368,1.009326458,1.021811843,1.0176543,1.051194549,1.025651813,0.9702878,1.01072216,0.967093766,0.965748429,0.998578727,1.009732008,1.021406531,0.972014248,1.0176543,1.010608673,1.010255694,1.00962007,1.029008269,1.010255694,1.051194549,1.014096022,1.008842587,1.010258317,1.009074807,1.009774566,1.009892941,1.009576678,1.036528945,1.009326458,1.00962007,0.972014248,1.010564208,1.009865522,1.010255694,0.963901222
4.65647,0.998901367,0.989653111,1.008468032,1.011914492,0.967026293,1.051283121,1.008404374,1.014277697,1.009607196,1.059339762,0.989653111,0.999942482,0.998901367,1.010267854,1.009908795,0.992312312,1.011464715,1.009457231,1.021746278,1.01750505,1.051283121,1.025514841,0.970133781,1.010792136,0.967026293,0.9657076,0.998901367,1.009816527,1.021292686,0.971915007,1.01750505,1.010657191,1.01038301,1.00971663,1.028838634,1.01038301,1.051283121,1.014100909,1.009094357,1.010300159,1.009188175,1.009905815,1.009975791,1.009709954,1.036840081,1.009457231,1.00971663,0.971915007,1.010653615,1.009908795,1.01038301,0.96388638
4.6648,0.999242604,0.989729464,1.008637428,1.011959791,0.966943681,1.051493764,1.008627295,1.014285803,1.009732127,1.058610201,0.989729464,0.997868478,0.999242604,1.010405898,1.009954095,0.992554963,1.011527896,1.009588003,1.021680474,1.017353773,1.051493764,1.025356531,0.969995677,1.010864496,0.966943681,0.965657234,0.999242604,1.009901404,1.021172762,0.971811175,1.017353773,1.010704756,1.01050961,1.009807944,1.028660655,1.01050961,1.051493764,1.01409328,1.009347677,1.010342956,1.009303927,1.010037065,1.010058761,1.009842157,1.037127376,1.009588003,1.009807944,0.971811175,1.010739565,1.009954095,1.01050961,0.963872731
4.67313,0.999600112,0.989701211,1.008809686,1.012003303,0.966848075,1.051643491,1.008850932,1.014288783,1.009857297,1.057948351,0.989701211,0.995395601,0.999600112,1.010543346,1.010001063,0.992801845,1.011592746,1.009718537,1.021615267,1.01720202,1.051643491,1.025179267,0.969877541,1.010939121,0.966848075,0.96559304,0.999600112,1.009986639,1.021047592,0.971698999,1.01720202,1.010751367,1.010635495,1.009894609,1.028476119,1.010635495,1.051643491,1.014073253,1.009601831,1.010386705,1.009422302,1.010168076,1.010141969,1.009973168,1.037390709,1.009718537,1.009894609,0.971698999,1.010822415,1.010001063,1.010635495,0.963850498
4.68146,0.999973118,0.989585638,1.008984566,1.012045383,0.966745496,1.051682353,1.009075046,1.014287353,1.009982467,1.057279825,0.989585638,0.992686331,0.999973118,1.01067996,1.010050058,0.993052423,1.011658907,1.009848475,1.021550775,1.017051101,1.051682353,1.024985194,0.969779432,1.011016369,0.966745496,0.965513408,0.999973118,1.010071874,1.020918965,0.97157675,1.017051101,1.010796785,1.01075995,1.009976268,1.028288484,1.01075995,1.051682353,1.014042139,1.009856701,1.010431051,1.009543657,1.010298729,1.010225177,1.010102749,1.03763032,1.009848475,1.009976268,0.97157675,1.010902405,1.010050058,1.01075995,0.963815153
4.68979,1.000359893,0.989398777,1.009161711,1.012086868,0.966643929,1.051719308,1.009299517,1.014282584,1.010107279,1.056677222,0.989398777,0.989918411,1.000359893,1.01081574,1.010101199,0.99330616,1.011726141,1.009977818,1.021487594,1.016902685,1.051719308,1.024777174,0.969697952,1.011096239,0.966643929,0.965420365,1.000359893,1.010157228,1.020787597,0.97144413,1.016902685,1.010841012,1.010883093,1.010054588,1.028096557,1.010883093,1.051719308,1.014001608,1.010111928,1.010476112,1.009667993,1.010428667,1.010308146,1.010230422,1.037846684,1.009977818,1.010054588,0.97144413,1.010979414,1.010101199,1.010883093,0.963777959
4.69812,1.00076735,0.989156067,1.009340405,1.012128234,0.966552079,1.051779866,1.009522796,1.014275074,1.010231495,1.056235433,0.989156067,0.987268806,1.00076735,1.010950565,1.010154486,0.99356252,1.011793852,1.010106444,1.021425962,1.016757607,1.051779866,1.024557471,0.969626665,1.01117909,0.966552079,0.965319574,1.00076735,1.010242581,1.020655274,0.971304178,1.016757607,1.010883927,1.011004686,1.010129094,1.027902007,1.011004686,1.051779866,1.013953805,1.010367036,1.01052165,1.009795785,1.010557771,1.010390878,1.010356188,1.038040042,1.010106444,1.010129094,0.971304178,1.011053324,1.010154486,1.011004686,0.963741124
4.70645,1.001176715,0.988873899,1.009520292,1.012170315,0.966477394,1.051796794,1.009745479,1.014262915,1.010354757,1.055943012,0.988873899,0.984848857,1.001176715,1.011083961,1.010209918,0.993820727,1.01186192,1.010234118,1.021366239,1.01661694,1.051796794,1.024330378,0.969558179,1.011264563,0.966477394,0.965219259,1.001176715,1.010327816,1.020522714,0.971161723,1.01661694,1.010925412,1.011124253,1.010200381,1.027706861,1.011124253,1.051796794,1.013900995,1.010621548,1.010567427,1.009926915,1.010685444,1.010473013,1.010479569,1.038211107,1.010234118,1.010200381,0.971161723,1.011124134,1.010209918,1.011124253,0.963705838
4.71478,1.001593471,0.988571048,1.009700894,1.012213469,0.966424346,1.051760077,1.009966969,1.014252186,1.010476828,1.055771112,0.988571048,0.982832015,1.001593471,1.011216283,1.010267377,0.994079947,1.01192987,1.010360718,1.021308899,1.016482115,1.051760077,1.024095654,0.969485581,1.011353254,0.966424346,0.965128481,1.001593471,1.010412574,1.020390987,0.971022546,1.016482115,1.010965466,1.011241794,1.010269165,1.027512193,1.011241794,1.051760077,1.013845682,1.010874867,1.010613203,1.010061741,1.010811687,1.010554552,1.010600686,1.038360119,1.010360718,1.010269165,0.971022546,1.011191964,1.010267377,1.011241794,0.963683486
4.72311,1.002017617,0.988266766,1.009881616,1.01225841,0.966392219,1.051716566,1.010186434,1.014242768,1.010597348,1.055763602,0.988266766,0.981506884,1.002017617,1.011346936,1.010327339,0.994331062,1.011997223,1.010486245,1.021253943,1.016353846,1.051716566,1.023855805,0.969404697,1.011444807,0.966392219,0.96505487,1.002017617,1.010497093,1.020261526,0.970892429,1.016353846,1.01100421,1.011357188,1.010336518,1.027319193,1.011357188,1.051716566,1.01379025,1.011126757,1.010658979,1.010200381,1.010936499,1.010635257,1.010718703,1.038487554,1.010486245,1.010336518,0.970892429,1.011256695,1.010327339,1.011357188,0.963684618
4.73144,1.002447009,0.987981558,1.01006186,1.012305617,0.966374695,1.051671743,1.010403395,1.0142349,1.0107162,1.055956125,0.987981558,0.98112756,1.002447009,1.011475921,1.010389447,0.9945876,1.012064099,1.010610342,1.021201849,1.016232848,1.051671743,1.023613214,0.969313622,1.011539459,0.966374695,0.965003133,1.002447009,1.010581136,1.020135045,0.970776439,1.016232848,1.011041284,1.011470199,1.010402083,1.027129292,1.011470199,1.051671743,1.013737202,1.011376858,1.010705233,1.010342836,1.011059165,1.010715008,1.01083374,1.038593292,1.010610342,1.010402083,0.970776439,1.011318445,1.010389447,1.011470199,0.963715076
4.73977,1.00287962,0.987742603,1.01024127,1.012355924,0.966363132,1.051594019,1.010617256,1.014229417,1.010832787,1.056323647,0.987742603,0.981880069,1.00287962,1.011603236,1.01045382,0.994844019,1.012129903,1.010733247,1.021152735,1.016119957,1.051594019,1.023370147,0.969213009,1.011637211,0.966363132,0.964972496,1.00287962,1.010664701,1.020012498,0.970678687,1.016119957,1.011076689,1.011580586,1.010466814,1.026942849,1.011580586,1.051594019,1.013688684,1.011623383,1.010750771,1.010489225,1.011179924,1.010793686,1.010946035,1.038677573,1.010733247,1.010466814,0.970678687,1.011377096,1.01045382,1.011580586,0.963770568
4.7481,1.003313899,0.987581849,1.01041913,1.012409449,0.966348648,1.051484227,1.010827422,1.01422894,1.010946751,1.05683732,0.987581849,0.983839095,1.003313899,1.011728644,1.010520458,0.995097041,1.012194395,1.010854721,1.021106839,1.016015887,1.051484227,1.023128033,0.969105363,1.011738062,0.966348648,0.964956164,1.003313899,1.010747671,1.019894719,0.970601201,1.016015887,1.011110544,1.011688471,1.010531187,1.026761532,1.011688471,1.051484227,1.01364696,1.011867285,1.010795236,1.010639787,1.011298299,1.010871291,1.011055589,1.038740039,1.010854721,1.010531187,0.970601201,1.011432886,1.010520458,1.011688471,0.96384716
4.75643,1.003748298,0.987527251,1.010595202,1.012466908,0.966324031,1.051367044,1.011033058,1.014233351,1.011057854,1.057500839,0.987527251,0.986933768,1.003748298,1.011852026,1.010589361,0.995345592,1.012257576,1.010974288,1.02106452,1.015920877,1.051367044,1.022888422,0.968995452,1.011841893,0.966324031,0.964945316,1.003748298,1.010829926,1.019782662,0.970542908,1.015920877,1.011142731,1.011793494,1.010595679,1.026590705,1.011793494,1.051367044,1.013614416,1.012107968,1.010838628,1.010794282,1.011414289,1.010947466,1.011162043,1.038780332,1.010974288,1.010595679,0.970542908,1.011485696,1.010589361,1.011793494,0.963955939
4.76476,1.004183412,0.987600386,1.010768652,1.012528777,0.966284752,1.051240802,1.011233807,1.014244199,1.011166453,1.05830729,0.987600386,0.990799963,1.004183412,1.011973381,1.01066041,0.995589375,1.012318969,1.011092067,1.021025658,1.015835643,1.051240802,1.022652626,0.968889534,1.011948705,0.966284752,0.964930773,1.004183412,1.010911345,1.019680262,0.970499456,1.015835643,1.011173129,1.011895776,1.010660768,1.026422858,1.011895776,1.051240802,1.013592839,1.012344837,1.010881066,1.01095295,1.011527777,1.011022449,1.011265635,1.038797736,1.011092067,1.010660768,0.970499456,1.011535764,1.01066041,1.011895776,0.964069128
4.77309,1.004610538,0.987815619,1.01093924,1.012595654,0.966229677,1.051089048,1.011428952,1.014261961,1.011272192,1.059208512,0.987815619,0.994912326,1.004610538,1.01209259,1.010733485,0.995828331,1.012378573,1.011208415,1.020990729,1.015762806,1.051089048,1.022421598,0.9687953,1.012058616,0.966229677,0.964905381,1.004610538,1.01099205,1.019582629,0.970465183,1.015762806,1.011201859,1.011995196,1.010726929,1.026260853,1.011995196,1.051089048,1.013584375,1.012577772,1.010921717,1.011115789,1.011638641,1.011095881,1.011366367,1.038791895,1.011208415,1.010726929,0.970465183,1.011583209,1.010733485,1.011995196,0.964171946
4.78142,1.005032182,0.988176107,1.011106491,1.012667656,0.966161549,1.050915956,1.011618018,1.014287829,1.011374831,1.060145855,0.988176107,0.998750508,1.005032182,1.012209654,1.010808706,0.996061742,1.01243639,1.011323452,1.020959496,1.015698671,1.050915956,1.022202373,0.968719661,1.012171388,0.966161549,0.964864612,1.005032182,1.01107192,1.019491673,0.970434248,1.015698671,1.011229038,1.012091756,1.010794759,1.026106596,1.012091756,1.050915956,1.013590693,1.012806058,1.010960937,1.011282444,1.011746764,1.011167884,1.011464,1.038761735,1.011323452,1.010794759,0.970434248,1.011628032,1.010808706,1.012091756,0.964262664
4.78975,1.005447388,0.988673091,1.011269808,1.0127455,0.966086805,1.05073452,1.011800528,1.014322281,1.01147449,1.061111569,0.988673091,1.001875639,1.005447388,1.012324333,1.010885835,0.996289253,1.012492061,1.011436939,1.020934463,1.015643954,1.05073452,1.021984935,0.968666553,1.012286782,0.966086805,0.964807689,1.005447388,1.011150956,1.01940906,0.970401227,1.015643954,1.011254549,1.012185335,1.010864615,1.025961041,1.012185335,1.05073452,1.013613224,1.013029814,1.010998368,1.011453032,1.011851668,1.011238337,1.011558771,1.038706422,1.011436939,1.010864615,0.970401227,1.011670351,1.010885835,1.012185335,0.964342654
4.79808,1.005854845,0.989284575,1.011428833,1.012829065,0.966013312,1.050541401,1.011976004,1.01436615,1.01157093,1.06208396,0.989284575,1.004043221,1.005854845,1.012436867,1.010964751,0.996511102,1.012545705,1.011548996,1.020912409,1.015599608,1.050541401,1.021772861,0.968636036,1.012404919,0.966013312,0.964738488,1.005854845,1.011228919,1.019335628,0.970361412,1.015599608,1.011278272,1.012275457,1.010936975,1.025823832,1.012275457,1.050541401,1.013653517,1.013248682,1.011033893,1.011627555,1.011953354,1.01130724,1.011650681,1.038625479,1.011548996,1.010936975,0.970361412,1.011710286,1.010964751,1.012275457,0.964410007
4.80641,1.006254077,0.989978552,1.011583209,1.012919188,0.965950191,1.050334334,1.012144208,1.01442039,1.011664033,1.063013077,0.989978552,1.005116343,1.006254077,1.012547016,1.011045337,0.996727407,1.012597203,1.011659741,1.020893812,1.015565872,1.050334334,1.021568298,0.968624234,1.012525558,0.965950191,0.964663565,1.006254077,1.011306047,1.019271135,0.970311642,1.015565872,1.011300445,1.012362599,1.011012197,1.025696158,1.012362599,1.050334334,1.013712645,1.013462305,1.01106739,1.011805654,1.012052536,1.011374474,1.011739731,1.038518429,1.011659741,1.011012197,0.970311642,1.011748075,1.011045337,1.012362599,0.964468598
4.81474,1.006644011,0.990719497,1.011732578,1.013015985,0.965906084,1.050108552,1.012304783,1.014488459,1.011753798,1.063846827,0.990719497,1.005146384,1.006644011,1.01265502,1.011127591,0.996938229,1.012646556,1.011769056,1.020879507,1.01554215,1.050108552,1.021371484,0.968624175,1.012648821,0.965906084,0.964591324,1.006644011,1.011382222,1.019216061,0.970250905,1.01554215,1.011321068,1.012447238,1.011090636,1.025577307,1.012447238,1.050108552,1.01379168,1.013670564,1.011098742,1.011987209,1.012148976,1.011440277,1.011826277,1.038383484,1.011769056,1.011090636,0.970250905,1.011783838,1.011127591,1.012447238,0.964526892
4.82307,1.007024527,0.991472423,1.011876345,1.013119578,0.965887129,1.04986918,1.012457371,1.014565229,1.011840343,1.064563632,0.991472423,1.004297614,1.007024527,1.012760878,1.011211157,0.997143745,1.012693763,1.011876941,1.020869493,1.015527844,1.04986918,1.02118206,0.96862781,1.01277411,0.965887129,0.964531422,1.007024527,1.011457205,1.019170642,0.970180809,1.015527844,1.011340261,1.012529254,1.011172771,1.025467396,1.012529254,1.04986918,1.013891459,1.013873339,1.01112783,1.012172103,1.012242675,1.011504292,1.011910081,1.038219929,1.011876941,1.011172771,0.970180809,1.011817575,1.011211157,1.012529254,0.964592397
4.8314,1.00739491,0.992206335,1.012014508,1.013230085,0.965892375,1.049620032,1.012602091,1.01465404,1.011923552,1.065121293,0.992206335,1.002759337,1.00739491,1.012864351,1.011296034,0.997344375,1.012738943,1.011983633,1.020863414,1.015523553,1.049620032,1.021000147,0.968628049,1.012901664,0.965892375,0.96449244,1.00739491,1.011531472,1.019135833,0.970106065,1.015523553,1.011358023,1.012608528,1.011258721,1.025367737,1.012608528,1.049620032,1.01401186,1.014070511,1.01115489,1.012360096,1.012333632,1.011566877,1.011991501,1.038027406,1.011983633,1.011258721,0.970106065,1.011849523,1.011296034,1.012608528,0.964670241
4.83973,1.007754445,0.992895186,1.012146473,1.013347864,0.965914309,1.049272418,1.012738824,1.014754415,1.012003541,1.065477371,0.992895186,1.000701904,1.007754445,1.012965322,1.011381984,0.997544587,1.012782097,1.012089014,1.020861149,1.015528917,1.049272418,1.020823836,0.968620062,1.013031006,0.965914309,0.964479268,1.007754445,1.011604786,1.019111872,0.970032871,1.015528917,1.011374474,1.012685418,1.011349082,1.025278807,1.012685418,1.049272418,1.014153242,1.014262199,1.011179447,1.012550712,1.012421966,1.011627913,1.012070537,1.03780663,1.012089014,1.011349082,0.970032871,1.011880875,1.011381984,1.012685418,0.964757442
4.84806,1.008102775,0.993519187,1.012272239,1.013472915,0.965943754,1.048829198,1.012867451,1.014866233,1.012080193,1.065609455,0.993519187,0.998277605,1.008102775,1.013064027,1.011468887,0.997736275,1.012823224,1.012193322,1.020863175,1.015543818,1.048829198,1.020654917,0.968602061,1.013162017,0.965943754,0.964489043,1.008102775,1.011677027,1.019099474,0.969967127,1.015543818,1.011389613,1.012759805,1.011443853,1.025201321,1.012759805,1.048829198,1.014308095,1.014448047,1.01120162,1.012743831,1.012507796,1.011687517,1.012147427,1.037559152,1.012193322,1.011443853,0.969967127,1.011909723,1.011468887,1.012759805,0.964848697
4.85639,1.008439422,0.994060576,1.012391329,1.013605356,0.965970874,1.048340559,1.012988091,1.01498878,1.012153745,1.065511942,0.994060576,0.995640576,1.008439422,1.013161063,1.011556506,0.997923076,1.012862444,1.012296438,1.020869613,1.015568137,1.048340559,1.020493746,0.968574345,1.013294458,0.965970874,0.9645136,1.008439422,1.011748314,1.019098997,0.969914615,1.015568137,1.011403799,1.012831926,1.011543155,1.025135994,1.012831926,1.048340559,1.014489412,1.01462841,1.011221528,1.012939095,1.012591004,1.011745453,1.01222229,1.03728652,1.012296438,1.011543155,0.969914615,1.011937976,1.011556506,1.012831926,0.964936554
4.86472,1.008763909,0.994504333,1.012503862,1.01374495,0.965987563,1.047800541,1.013100743,1.015121579,1.012224317,1.065171719,0.994504333,0.992959797,1.008763909,1.013256311,1.011644602,0.99810648,1.012899995,1.012398601,1.020880461,1.015601754,1.047800541,1.020341992,0.968539774,1.01342833,0.965987563,0.964543223,1.008763909,1.011818647,1.019111037,0.969880521,1.015601754,1.011416793,1.012902021,1.011647344,1.025083065,1.012902021,1.047800541,1.014692307,1.01480329,1.011239171,1.013136387,1.012672067,1.011802197,1.012295127,1.036990762,1.012398601,1.011647344,0.969880521,1.011965036,1.011644602,1.012902021,0.965013742
4.87305,1.009076118,0.994841337,1.012609601,1.013891935,0.965988994,1.047209501,1.013205767,1.015265346,1.012292027,1.06458056,0.994841337,0.990412891,1.009076118,1.013349771,1.011733174,0.998286724,1.012935877,1.012499571,1.020896077,1.015644312,1.047209501,1.020200133,0.968503237,1.013563037,0.965988994,0.9645679,1.009076118,1.011888146,1.019135475,0.969867885,1.015644312,1.011429071,1.012969971,1.01175642,1.025043368,1.012969971,1.047209501,1.014914274,1.014972687,1.01125443,1.013334274,1.012750626,1.01185751,1.012366414,1.036674261,1.012499571,1.01175642,0.969867885,1.011991143,1.011733174,1.012969971,0.965073407
4.88138,1.009375572,0.995072722,1.012708068,1.014045954,0.965973496,1.046588778,1.013303041,1.015414476,1.012356877,1.063746214,0.995072722,0.988133073,1.009375572,1.013441801,1.011821866,0.998464227,1.012970328,1.012599587,1.020916581,1.015695691,1.046588778,1.020069361,0.968471825,1.013698816,0.965973496,0.964580238,1.009375572,1.011956692,1.019172668,0.969876766,1.015695691,1.011440396,1.013035893,1.011870503,1.025016904,1.013035893,1.046588778,1.015154958,1.015136838,1.011267543,1.013533354,1.012827039,1.011911511,1.012436032,1.036339283,1.012599587,1.011870503,0.969876766,1.012015939,1.011821866,1.013035893,0.965110123
4.88971,1.009661794,0.995210707,1.01279974,1.014207006,0.96594286,1.045937538,1.013393283,1.015571237,1.012419105,1.062696338,0.995210707,0.986188829,1.009661794,1.0135324,1.011910439,0.998639464,1.013003349,1.01269877,1.020941973,1.015755415,1.045937538,1.019950867,0.968453348,1.013835073,0.96594286,0.964576006,1.009661794,1.012024283,1.019222736,0.969902217,1.015755415,1.011451125,1.013100147,1.011989474,1.025003552,1.013100147,1.045937538,1.015414238,1.015295863,1.011278391,1.013733387,1.012901545,1.011964321,1.012504458,1.035988331,1.01269877,1.011989474,0.969902217,1.012040257,1.011910439,1.013100147,0.9651227
4.89804,1.009934068,0.995275557,1.012884259,1.014374733,0.965901971,1.045256495,1.013476491,1.015735149,1.012478948,1.061473489,0.995275557,0.984787345,1.009934068,1.013621688,1.011998892,0.998813331,1.013035297,1.012796998,1.020972252,1.015823364,1.045256495,1.019846559,0.968454361,1.013971806,0.965901971,0.964554489,1.009934068,1.01209116,1.01928556,0.969937563,1.015823364,1.011461377,1.013162732,1.012113452,1.025003433,1.013162732,1.045256495,1.01569128,1.01545012,1.011287212,1.013933659,1.012974024,1.012015343,1.012571573,1.035624027,1.012796998,1.012113452,0.969937563,1.012063861,1.011998892,1.013162732,0.965114415
4.90637,1.010191321,0.995291293,1.012961626,1.014549017,0.965859294,1.044547081,1.013553262,1.015905499,1.012536526,1.060086131,0.995291293,0.984167695,1.010191321,1.013709664,1.012086749,0.998986244,1.013066173,1.012894273,1.021007419,1.015899062,1.044547081,1.019755721,0.968477964,1.014108658,0.965859294,0.96451813,1.010191321,1.012157202,1.019361019,0.969975829,1.015899062,1.011471152,1.013223648,1.012242198,1.025016427,1.013223648,1.044547081,1.015974283,1.015599608,1.011294127,1.014133811,1.013044715,1.012065887,1.012637734,1.035249114,1.012894273,1.012242198,0.969975829,1.012086987,1.012086749,1.013223648,0.965092361
4.9147,1.010433078,0.995279133,1.01303196,1.014729261,0.965824544,1.043812275,1.013623834,1.016082168,1.012591839,1.058558583,0.995279133,0.984509885,1.010433078,1.013796926,1.01217401,0.999158502,1.013096452,1.012990832,1.021047354,1.015982151,1.043812275,1.019678235,0.968522906,1.01424551,0.965824544,0.964473307,1.010433078,1.012222409,1.019449115,0.970010161,1.015982151,1.011480808,1.013283372,1.012375712,1.025042176,1.013283372,1.043812275,1.016282678,1.015744686,1.011299253,1.014333606,1.013113737,1.012115121,1.012702942,1.034865856,1.012990832,1.012375712,0.970010161,1.012109756,1.01217401,1.013283372,0.965064764
4.92303,1.010658622,0.995260596,1.013095379,1.014915347,0.965806007,1.043054342,1.013688564,1.016264796,1.012645245,1.056942344,0.995260596,0.985924363,1.010658622,1.013882995,1.012260318,0.999327838,1.013126016,1.013086677,1.021092057,1.016072035,1.043054342,1.019614697,0.968584001,1.014381886,0.965806007,0.964429557,1.010658622,1.012286782,1.019549489,0.970034897,1.016072035,1.011490345,1.013341665,1.012513518,1.025080204,1.013341665,1.043054342,1.016608715,1.01588583,1.01130259,1.014532685,1.01318109,1.012163162,1.012767434,1.034476995,1.013086677,1.012513518,0.970034897,1.012132525,1.012260318,1.013341665,0.965038955
4.93136,1.010867357,0.995257199,1.013152003,1.015106916,0.965809524,1.042272329,1.013747931,1.016452909,1.012696981,1.055260897,0.995257199,0.988430738,1.010867357,1.013968349,1.012345672,0.999500394,1.013154984,1.013181806,1.02114141,1.016168356,1.042272329,1.019565225,0.96865344,1.014517903,0.965809524,0.964396596,1.010867357,1.01235044,1.019661903,0.970046818,1.016168356,1.011500001,1.013398886,1.012655497,1.025130272,1.013398886,1.042272329,1.0169487,1.01602304,1.011304498,1.014730453,1.013247252,1.012210488,1.01283133,1.034084916,1.013181806,1.012655497,0.970046818,1.012155175,1.012345672,1.013398886,0.965016246
4.93969,1.011059284,0.995285392,1.013201952,1.015303254,0.96583569,1.04147315,1.013802528,1.016646266,1.012747169,1.053537607,0.995285392,0.991831779,1.011059284,1.014053106,1.012429714,0.999674082,1.013183832,1.0132761,1.021195054,1.016270518,1.04147315,1.0195297,0.968722701,1.014653087,0.96583569,0.96438247,1.011059284,1.012412667,1.019785881,0.970045209,1.016270518,1.011509776,1.013455153,1.012801647,1.025191665,1.013455153,1.04147315,1.017301559,1.016156673,1.011304975,1.014926553,1.013312101,1.012257338,1.01289475,1.033691883,1.0132761,1.012801647,0.970045209,1.012178063,1.012429714,1.013455153,0.965008438
4.94802,1.011233926,0.995356739,1.013245344,1.015504122,0.965878129,1.040653348,1.013852715,1.016844153,1.012795925,1.051814437,0.995356739,0.995770991,1.011233926,1.014137268,1.012512445,0.999848485,1.013212562,1.013369799,1.02125299,1.016378522,1.040653348,1.019508123,0.968784988,1.014787316,0.965878129,0.964391589,1.011233926,1.012474179,1.019921303,0.970031798,1.016378522,1.011519909,1.013510585,1.012951255,1.025264263,1.013510585,1.040653348,1.017667532,1.016287208,1.011304379,1.015120625,1.013375759,1.012303472,1.012957931,1.033299685,1.013369799,1.012951255,0.970031798,1.01220119,1.012512445,1.013510585,0.965013564
