Time,Outage1,Outage2,Outage3,Outage4,Outage5,Outage6,Outage7,Outage8,Outage9,Outage10,Outage11,Outage12,Outage13,Outage14,Outage15,Outage16,Outage17,Outage18,Outage19,Outage20,Outage21,Outage22,Outage23,Outage24,Outage25,Outage26,Outage27,Outage28,Outage29,Outage30,Outage31,Outage32,Outage33,Outage34,Outage35,Outage36,Outage37,Outage38,Outage39,Outage40,Outage41,Outage42,Outage43,Outage44,Outage45,Outage46,Outage47,Outage48,Outage49,Outage50,Outage51,Outage52
5.63941,1.019109368,1.02402091,1.019461751,1.024471998,0.974573791,1.035690308,1.019393086,1.015599251,1.016292691,1.058266282,1.02402091,1.024623632,1.019109368,1.019375801,1.01591146,1.020288706,1.015680671,1.018993974,1.025085926,1.024528384,1.035690308,1.028475881,0.977409184,1.021101952,0.974573791,0.973520279,1.019109368,1.015728474,1.028825641,0.979570866,1.024528384,1.014632821,1.017558813,1.021548748,1.032097936,1.017558813,1.035690308,1.02527082,1.026281953,1.015030861,1.022861123,1.017674446,1.014927387,1.017588139,1.03624332,1.018993974,1.021548748,0.979570866,1.016112447,1.01591146,1.017558813,0.977918983
5.64774,1.019201636,1.024459481,1.019528985,1.024548411,0.974735975,1.035552144,1.01947403,1.015635967,1.016349435,1.057945371,1.024459481,1.023286939,1.019201636,1.019423723,1.015967607,1.020276189,1.015673041,1.019069076,1.024997711,1.024342537,1.035552144,1.028152227,0.977579474,1.021150947,0.974735975,0.973687232,1.019201636,1.015768766,1.028721571,0.979754031,1.024342537,1.014639378,1.01759851,1.02167356,1.031853437,1.01759851,1.035552144,1.025242209,1.026363492,1.015031219,1.022937894,1.017723799,1.014966488,1.017658949,1.036538124,1.019069076,1.02167356,0.979754031,1.016139865,1.015967607,1.01759851,0.978185058
5.65607,1.01929152,1.024887323,1.019590139,1.024623632,0.974923432,1.03540802,1.019555569,1.015673518,1.016407251,1.057623863,1.024887323,1.021705389,1.01929152,1.019472003,1.016022801,1.020256877,1.015666962,1.019144058,1.024911404,1.024157524,1.03540802,1.027834654,0.977768183,1.02119875,0.974923432,0.973882198,1.01929152,1.015809655,1.028622389,0.97992903,1.024157524,1.01464653,1.017638803,1.021796465,1.031617045,1.017638803,1.03540802,1.025221586,1.026444316,1.015030622,1.023013592,1.017773747,1.015006304,1.017730355,1.036816001,1.019144058,1.021796465,0.97992903,1.016167402,1.016022801,1.017638803,0.978436708
5.6644,1.01937902,1.02529788,1.019645095,1.024697781,0.975129128,1.035259604,1.019637823,1.015711665,1.016465664,1.057299852,1.02529788,1.020094633,1.01937902,1.019520879,1.016076684,1.020230293,1.015662909,1.019218683,1.02482748,1.023974061,1.035259604,1.027524352,0.977982581,1.021245599,0.975129128,0.974100351,1.01937902,1.015851021,1.028527737,0.980092347,1.023974061,1.01465416,1.017679453,1.021917462,1.031389356,1.017679453,1.035259604,1.025208831,1.026524425,1.015029073,1.023088455,1.017824054,1.015046597,1.017801762,1.037075281,1.019218683,1.021917462,0.980092347,1.016195178,1.016076684,1.017679453,0.97867626
5.67273,1.019464731,1.025688887,1.019694567,1.024770498,0.97534138,1.035108447,1.019720674,1.01575017,1.016524911,1.056972027,1.025688887,1.018516779,1.019464731,1.01957047,1.016129255,1.020196795,1.015660524,1.019292831,1.024745941,1.023792744,1.035108447,1.027222514,0.978211343,1.021291256,0.97534138,0.974331617,1.019464731,1.015892982,1.02843821,0.980246902,1.023792744,1.014662623,1.017720819,1.022036076,1.031171203,1.017720819,1.035108447,1.02520442,1.026603818,1.015026808,1.023162365,1.017875075,1.015087485,1.017873645,1.037314415,1.019292831,1.022036076,0.980246902,1.01622355,1.016129255,1.017720819,0.978911698
5.68106,1.019548535,1.026061773,1.019738436,1.024841785,0.975548685,1.034956098,1.01980412,1.015788794,1.016584635,1.056638718,1.026061773,1.016670585,1.019548535,1.019620538,1.016180634,1.020156622,1.015660286,1.019366503,1.024667144,1.023614645,1.034956098,1.026929617,0.97846657,1.021335959,0.975548685,0.974564493,1.019548535,1.01593554,1.028354049,0.980409026,1.023614645,1.014671803,1.017762423,1.022152185,1.030963063,1.017762423,1.034956098,1.025207758,1.026682734,1.015024185,1.023235202,1.017926574,1.015128732,1.017945647,1.03753221,1.019366503,1.022152185,0.980409026,1.016252398,1.016180634,1.017762423,0.979153335
5.68939,1.019630909,1.026420355,1.01977706,1.024911523,0.975742996,1.034804106,1.019888163,1.015826702,1.016645193,1.056299806,1.026420355,1.014910817,1.019630909,1.019671202,1.016230464,1.020110488,1.015662074,1.019439816,1.024591088,1.023440242,1.034804106,1.026646733,0.978733242,1.021379352,0.975742996,0.974788547,1.019630909,1.015978336,1.028275609,0.98057127,1.023440242,1.014681816,1.017804742,1.022265315,1.030765653,1.017804742,1.034804106,1.025218487,1.026760936,1.015021324,1.023307085,1.017978787,1.015170693,1.018018007,1.037727356,1.019439816,1.022265315,0.98057127,1.016281843,1.016230464,1.017804742,0.979408085
5.69772,1.01971209,1.02676928,1.019810796,1.024979711,0.975920022,1.034653783,1.019972801,1.015863895,1.016706228,1.055955052,1.02676928,1.01309371,1.01971209,1.019722342,1.016278863,1.020059109,1.015665889,1.019512534,1.024519801,1.023275375,1.034653783,1.026374698,0.978998959,1.02142179,0.975920022,0.974996805,1.01971209,1.016021848,1.028203011,0.980746567,1.023275375,1.014692783,1.017847538,1.022375703,1.030581236,1.017847538,1.034653783,1.025235891,1.026838779,1.015018463,1.023377895,1.018031478,1.015213013,1.018090129,1.037899137,1.019512534,1.022375703,0.980746567,1.016312003,1.016278863,1.017847538,0.979683042
5.70605,1.019792318,1.027113199,1.019839764,1.02504611,0.976080418,1.034506559,1.020057917,1.015899777,1.01676774,1.055604815,1.027113199,1.011441588,1.019792318,1.019774079,1.016325593,1.020002842,1.015671968,1.019584775,1.024450898,1.023111939,1.034506559,1.026114225,0.979256094,1.021463394,0.976080418,0.97518599,1.019792318,1.016065598,1.028136253,0.980942369,1.023111939,1.014705062,1.01789093,1.022482872,1.030407429,1.01789093,1.034506559,1.025259852,1.026916146,1.015015602,1.023447752,1.018084645,1.015255809,1.01816237,1.038046598,1.019584775,1.022482872,0.980942369,1.016342878,1.016325593,1.01789093,0.979982376
5.71438,1.019871593,1.027456284,1.01986444,1.025110602,0.976230204,1.034363508,1.020143628,1.01593399,1.016829729,1.055249453,1.027456284,1.009994507,1.019871593,1.019826293,1.016370773,1.019942403,1.015680075,1.019656062,1.024385095,1.022952914,1.034363508,1.025865912,0.979501843,1.021503687,0.976230204,0.975357711,1.019871593,1.016109824,1.028075933,0.981159925,1.022952914,1.014718294,1.017934918,1.022586584,1.030244708,1.017934918,1.034363508,1.025289416,1.026993275,1.015013099,1.023516655,1.018138289,1.015298724,1.018234491,1.038169265,1.019656062,1.022586584,0.981159925,1.016374588,1.016370773,1.017934918,0.980300546
5.72271,1.01995039,1.027802467,1.019885182,1.025173426,0.976378798,1.034225941,1.020229816,1.015966177,1.016892076,1.054887891,1.027802467,1.008689642,1.01995039,1.019878983,1.016414165,1.019878864,1.015690446,1.019726992,1.024322629,1.022800088,1.034225941,1.025630474,0.97973603,1.021543145,0.976378798,0.975517631,1.01995039,1.016154289,1.028022051,0.981384695,1.022800088,1.014732718,1.017979383,1.022686958,1.030094147,1.017979383,1.034225941,1.025324464,1.027070045,1.015011191,1.023584604,1.01819253,1.015342116,1.018306255,1.038267136,1.019726992,1.022686958,0.981384695,1.016407013,1.016414165,1.017979383,0.98062098
5.73104,1.020028472,1.028154969,1.019901991,1.025234342,0.976537406,1.03409493,1.020316362,1.015996099,1.01695478,1.054520369,1.028154969,1.00757885,1.020028472,1.019932032,1.016456008,1.01981318,1.015702963,1.019797087,1.024263501,1.022654295,1.03409493,1.025408506,0.979961514,1.02158165,0.976537406,0.975675881,1.020028472,1.016198874,1.027974606,0.981621802,1.022654295,1.014748573,1.018024564,1.022783756,1.029956102,1.018024564,1.03409493,1.025364161,1.027146578,1.015010118,1.023651719,1.018247128,1.015385747,1.018377781,1.038340092,1.019797087,1.022783756,0.981621802,1.016440272,1.016456008,1.018024564,0.980928838
5.73937,1.020106554,1.028517127,1.019915581,1.02529335,0.976716399,1.033971667,1.020403385,1.016023159,1.017017603,1.054145932,1.028517127,1.006822944,1.020106554,1.019985557,1.016496062,1.019746423,1.015717745,1.019866467,1.024208069,1.022515535,1.033971667,1.025205493,0.980184317,1.02161932,0.976716399,0.975843787,1.020106554,1.016244173,1.027933717,0.9818573,1.022515535,1.014765739,1.018070102,1.022876859,1.029830217,1.018070102,1.033971667,1.025408149,1.027222872,1.01500988,1.02371788,1.018301964,1.015429735,1.018449068,1.038388252,1.019866467,1.022876859,0.9818573,1.016474724,1.016496062,1.018070102,0.981235147
5.7477,1.020185113,1.028890848,1.01992619,1.025350451,0.976922512,1.033856869,1.020490766,1.016047359,1.017080665,1.053763986,1.028890848,1.006459236,1.020185113,1.020039439,1.016534448,1.019679308,1.015734434,1.019935131,1.024155974,1.022383571,1.033856869,1.025012851,0.980421603,1.021656036,0.976922512,0.976037621,1.020185113,1.016289473,1.027899504,0.982081532,1.022383571,1.014784336,1.018116236,1.022966146,1.029716969,1.018116236,1.033856869,1.025455713,1.027299166,1.015010476,1.023783088,1.018357396,1.015473843,1.018519759,1.038412094,1.019935131,1.022966146,0.982081532,1.016510129,1.016534448,1.018116236,0.981513321
5.75603,1.020264149,1.029276609,1.019934177,1.025405765,0.977152765,1.033751607,1.020578265,1.016068459,1.017143846,1.053375483,1.029276609,1.006531954,1.020264149,1.020093799,1.016570926,1.019612789,1.015753388,1.020002961,1.024107575,1.022258878,1.033751607,1.024833798,0.980665922,1.021692038,0.977152765,0.976245999,1.020264149,1.016335011,1.027871966,0.982289732,1.022258878,1.014804244,1.018162966,1.023051858,1.029616237,1.018162966,1.033751607,1.025506496,1.027375221,1.015012622,1.02384758,1.018413067,1.015518069,1.018590093,1.038412213,1.020002961,1.023051858,0.982289732,1.016546488,1.016570926,1.018162966,0.981774449
5.76436,1.020344496,1.02967155,1.019940019,1.025459051,0.977397919,1.033656478,1.020666122,1.016086102,1.017207026,1.052981853,1.02967155,1.007091999,1.020344496,1.020148396,1.016605735,1.01954782,1.015774369,1.020069957,1.024062514,1.022142768,1.033656478,1.024669886,0.98093003,1.021727324,0.977397919,0.976480901,1.020344496,1.016380548,1.027851343,0.982480824,1.022142768,1.014825702,1.018210173,1.023133755,1.02952826,1.018210173,1.033656478,1.025559783,1.027451396,1.015016079,1.023911238,1.018468976,1.015562296,1.018659711,1.038389444,1.020069957,1.023133755,0.982480824,1.01658392,1.016605735,1.018210173,0.982029676
5.77269,1.020426154,1.030074358,1.019943833,1.02551055,0.97764641,1.033572435,1.020754099,1.016100287,1.017270088,1.052583814,1.030074358,1.00818038,1.020426154,1.020203471,1.016638875,1.019485712,1.015797377,1.020136237,1.024021029,1.022035241,1.033572435,1.024521708,0.981209695,1.021761894,0.97764641,0.976718605,1.020426154,1.016426444,1.027837276,0.982656419,1.022035241,1.01484859,1.018257856,1.023211718,1.029452682,1.018257856,1.033572435,1.025614977,1.027527332,1.015020967,1.02397418,1.018525243,1.015606523,1.018728614,1.038344502,1.020136237,1.023211718,0.982656419,1.016622305,1.016638875,1.018257856,0.982282937
5.78102,1.020509601,1.030483484,1.019946218,1.02556026,0.977886915,1.033500075,1.020842075,1.016110897,1.01733315,1.052182198,1.030483484,1.009810686,1.020509601,1.020258784,1.016670227,1.019427538,1.015822172,1.020201683,1.023983002,1.021935701,1.033500075,1.02438879,0.981516778,1.02179563,0.977886915,0.976977766,1.020509601,1.01647234,1.027829885,0.982819438,1.021935701,1.014873028,1.018306017,1.023285985,1.029389501,1.018306017,1.033500075,1.025671721,1.027603626,1.015027523,1.024036527,1.018581748,1.015650868,1.01879704,1.03827858,1.020201683,1.023285985,0.982819438,1.016662002,1.016670227,1.018306017,0.982551396
5.78935,1.020595074,1.030896544,1.01994741,1.025608182,0.97811228,1.033439755,1.020930171,1.01611793,1.017395973,1.051780939,1.030896544,1.011960506,1.020595074,1.020314336,1.01669991,1.019374251,1.015848756,1.020266175,1.02394855,1.021848083,1.033439755,1.02427125,0.981836915,1.021829009,0.97811228,0.977208078,1.020595074,1.016518235,1.02782917,0.982982218,1.021848083,1.014899015,1.018354893,1.023356557,1.029338717,1.018354893,1.033439755,1.025729537,1.027679801,1.015035748,1.024098039,1.018638372,1.015695214,1.018864632,1.038192868,1.020266175,1.023356557,0.982982218,1.016702652,1.01669991,1.018354893,0.98284924
5.79768,1.020682812,1.03131187,1.019947648,1.025654316,0.978319287,1.033392191,1.021018147,1.016121507,1.017458677,1.051382422,1.03131187,1.014567018,1.020682812,1.020370126,1.016727924,1.019389868,1.01587677,1.020329952,1.023917317,1.02177155,1.033392191,1.02416873,0.982157946,1.021861792,0.978319287,0.97742939,1.020682812,1.01656425,1.02783525,0.983140767,1.02177155,1.014926434,1.018404126,1.023423433,1.029299855,1.018404126,1.033392191,1.025787592,1.027756214,1.015045881,1.024159074,1.018694997,1.015739322,1.01893115,1.038088679,1.020329952,1.023423433,0.983140767,1.016744256,1.016727924,1.018404126,0.983155489
5.80601,1.020773172,1.031729698,1.019947529,1.0256989,0.978509486,1.033357739,1.021106005,1.016121626,1.017520785,1.050988197,1.031729698,1.01750648,1.020773172,1.020426273,1.01675427,1.019503593,1.015906692,1.020392776,1.023889422,1.021705747,1.033357739,1.024082303,0.982470512,1.021894097,0.978509486,0.977635682,1.020773172,1.016610026,1.027847648,0.983306766,1.021705747,1.014955401,1.018453717,1.023486614,1.029272795,1.018453717,1.033357739,1.025845766,1.027832747,1.015058041,1.024219632,1.01875186,1.015783429,1.018996835,1.037967324,1.020392776,1.023486614,0.983306766,1.016787052,1.01675427,1.018453717,0.983497202
5.81434,1.020866036,1.032151341,1.01994741,1.025741816,0.978688836,1.03333652,1.021193624,1.016118407,1.017582774,1.050600886,1.032151341,1.020593405,1.020866036,1.02048254,1.016779184,1.019663811,1.015937567,1.020454884,1.023864746,1.021651268,1.03333652,1.024011493,0.98276943,1.021925926,0.978688836,0.97783947,1.020866036,1.016656041,1.027866364,0.983488739,1.021651268,1.014985681,1.018503547,1.023546338,1.029257178,1.018503547,1.03333652,1.025902629,1.027909517,1.015072107,1.024279594,1.018808842,1.015827179,1.019061685,1.037830234,1.020454884,1.023546338,0.983488739,1.016830921,1.016779184,1.018503547,0.983827889
5.82267,1.020961881,1.032580018,1.019947529,1.02578342,0.978867531,1.033328891,1.021281004,1.016111732,1.017644286,1.050221682,1.032580018,1.023614526,1.020961881,1.020538807,1.01680243,1.019862056,1.015969992,1.020515919,1.023842931,1.021608114,1.033328891,1.023956895,0.983052433,1.021957636,0.978867531,0.978027523,1.020961881,1.016701698,1.027891517,0.983691216,1.021608114,1.015017509,1.018553853,1.023602724,1.029252529,1.018553853,1.033328891,1.0259583,1.027986526,1.015088201,1.024339199,1.018865705,1.015870929,1.019125342,1.037678957,1.020515919,1.023602724,0.983691216,1.016875863,1.01680243,1.018553853,0.984137297
5.831,1.021060586,1.033019304,1.019948006,1.025823593,0.979063988,1.03333497,1.021368027,1.016102195,1.017705083,1.049852014,1.033019304,1.026383638,1.021060586,1.020595312,1.016824484,1.020094633,1.016003489,1.020576239,1.023824096,1.021576524,1.03333497,1.02391839,0.983321071,1.021988988,0.979063988,0.978218853,1.021060586,1.016747355,1.02792275,0.983914614,1.021576524,1.01505065,1.018604517,1.023655772,1.02925849,1.018604517,1.03333497,1.026012421,1.028063893,1.01510644,1.024398327,1.018922567,1.015914202,1.019188046,1.037514925,1.020576239,1.023655772,0.983914614,1.016921639,1.016824484,1.018604517,0.984427333
5.83933,1.021162391,1.033471704,1.019949555,1.025862455,0.979270518,1.033354759,1.021454453,1.016089797,1.017765522,1.04949224,1.033471704,1.028734446,1.021162391,1.020652056,1.016844988,1.02035749,1.016037822,1.020635724,1.023808241,1.021556258,1.033354759,1.023895979,0.983579934,1.022019982,0.979270518,0.978433132,1.021162391,1.016792655,1.027959943,0.984146178,1.021556258,1.015085101,1.0186553,1.023705721,1.029274702,1.0186553,1.033354759,1.026064873,1.028141379,1.015126824,1.024457097,1.018979311,1.015957236,1.019249678,1.037339807,1.020635724,1.023705721,0.984146178,1.016968369,1.016844988,1.0186553,0.984696031
5.84766,1.021267414,1.033937216,1.019952297,1.025900126,0.97950685,1.033388257,1.021540642,1.016075015,1.017825246,1.04904151,1.033937216,1.030533433,1.021267414,1.02070868,1.016864419,1.020643473,1.016072869,1.020694256,1.023795009,1.021547318,1.033388257,1.023889303,0.983843565,1.022050977,0.97950685,0.978662491,1.021267414,1.016837955,1.028002977,0.984388828,1.021547318,1.015120864,1.018706322,1.023752809,1.02930057,1.018706322,1.033388257,1.026115656,1.028219342,1.015149355,1.024515748,1.019036055,1.016000032,1.019309998,1.037154675,1.020694256,1.023752809,0.984388828,1.017016172,1.016864419,1.018706322,0.984945357
5.85599,1.021375895,1.034412026,1.01995647,1.025936723,0.979766011,1.033435345,1.021625996,1.01605773,1.017884135,1.048453689,1.034412026,1.031704068,1.021375895,1.020765305,1.01688242,1.020948887,1.016108513,1.020752192,1.023784041,1.021549344,1.033435345,1.023898244,0.984107077,1.022081733,0.979766011,0.978909492,1.021375895,1.016882896,1.028051615,0.984630287,1.021549344,1.0151577,1.018757701,1.023797035,1.029335618,1.018757701,1.033435345,1.026164889,1.028297544,1.01517415,1.024574041,1.019092321,1.016042352,1.019369245,1.036961675,1.020752192,1.023797035,0.984630287,1.017064571,1.01688242,1.018757701,0.98518455
5.86432,1.021487594,1.034888864,1.01996243,1.025972486,0.980036497,1.033495665,1.021710753,1.016038775,1.017942429,1.047852874,1.034888864,1.032221437,1.021487594,1.020822048,1.016899467,1.021272182,1.016144514,1.020809293,1.023775458,1.021562457,1.033495665,1.023922324,0.984383464,1.022112608,0.980036497,0.979185522,1.021487594,1.016927481,1.028105736,0.984861851,1.021562457,1.015195608,1.018808961,1.023838639,1.029379129,1.018808961,1.033495665,1.026212215,1.028375983,1.015201211,1.024632215,1.019148588,1.016084313,1.019427419,1.03676188,1.020809293,1.023838639,0.984861851,1.017113805,1.016899467,1.018808961,0.985425234
5.87265,1.021602988,1.035357714,1.019970417,1.026007414,0.980306149,1.033568978,1.021794915,1.016018271,1.018000007,1.047220826,1.035357714,1.032180071,1.021602988,1.020878792,1.016915321,1.021610379,1.016180754,1.02086544,1.023769021,1.02158618,1.033568978,1.023960829,0.98467201,1.022143364,0.980306149,0.979471207,1.021602988,1.016971946,1.028164983,0.985078514,1.02158618,1.01523459,1.018860459,1.02387774,1.029430628,1.018860459,1.033568978,1.026257515,1.0284549,1.015230179,1.024690151,1.019204378,1.016125679,1.019484162,1.03655684,1.02086544,1.02387774,0.985078514,1.017163873,1.016915321,1.018860459,0.98581183
5.88098,1.021721721,1.035804987,1.019980788,1.026041627,0.980565071,1.033655047,1.021878123,1.015996575,1.018056631,1.046574116,1.035804987,1.031638384,1.021721721,1.020935297,1.016930342,1.021959901,1.016216874,1.020920873,1.02376461,1.021620274,1.033655047,1.024013042,0.984983981,1.022174358,0.980565071,0.97975117,1.021721721,1.017015815,1.028229356,0.985278964,1.021620274,1.015274405,1.018911958,1.023914695,1.029489517,1.018911958,1.033655047,1.026300907,1.028534055,1.015261412,1.024748087,1.01925981,1.016166687,1.019539714,1.036348104,1.020920873,1.023914695,0.985278964,1.017214537,1.016930342,1.018911958,0.986251414
5.88931,1.021844149,1.036218286,1.019993782,1.026075244,0.980807304,1.033753395,1.021960497,1.015974045,1.018112302,1.045916319,1.036218286,1.030912042,1.021844149,1.020991802,1.016944408,1.022320151,1.016252756,1.020975471,1.023761868,1.021664381,1.033753395,1.024078488,0.985307813,1.022205234,0.980807304,0.980016708,1.021844149,1.017059445,1.028298497,0.985464334,1.021664381,1.015314937,1.018963456,1.023949623,1.029555082,1.018963456,1.033753395,1.026341915,1.028613687,1.01529479,1.024805903,1.019315004,1.016207099,1.019593954,1.036136866,1.020975471,1.023949623,0.985464334,1.017265677,1.016944408,1.018963456,0.986748517
5.89764,1.021970153,1.036587954,1.020009637,1.026108503,0.981030822,1.033863306,1.022041798,1.015951037,1.018167019,1.045254827,1.036587954,1.030138254,1.021970153,1.021048188,1.01695776,1.022690058,1.01628828,1.021029353,1.023760676,1.021718502,1.033863306,1.024155974,0.985631704,1.022236347,0.981030822,0.980264187,1.021970153,1.017102718,1.028372049,0.985637963,1.021718502,1.015356183,1.019014716,1.023982644,1.029626727,1.019014716,1.033863306,1.026380539,1.028693438,1.015330195,1.02486372,1.019369483,1.016246796,1.019647002,1.035924673,1.021029353,1.023982644,0.985637963,1.017317295,1.01695776,1.019014716,0.987278163
5.90597,1.022099972,1.03690815,1.020028234,1.026141405,0.981238544,1.033984423,1.022122145,1.015928149,1.018220782,1.044589996,1.03690815,1.029069185,1.022099972,1.021104455,1.016970396,1.023069978,1.016323328,1.021082401,1.023760915,1.021778941,1.033984423,1.024244785,0.985945463,1.02226758,0.981238544,0.980493546,1.022099972,1.017145395,1.028449893,0.985812008,1.021778941,1.015398145,1.019065976,1.024014115,1.029703736,1.019065976,1.033984423,1.026416302,1.028773665,1.01536727,1.024921656,1.019423723,1.016286254,1.019698739,1.0357126,1.021082401,1.024014115,0.985812008,1.017369151,1.016970396,1.019065976,0.987829328
5.9143,1.022233486,1.037177324,1.020050287,1.026174188,0.981439173,1.03411603,1.022201419,1.015905857,1.018273592,1.043922305,1.037177324,1.027864575,1.022233486,1.021160245,1.016982555,1.023455858,1.016357541,1.021134734,1.023762345,1.021851301,1.03411603,1.024343967,0.986242175,1.02229917,0.981439173,0.980708539,1.022233486,1.017187476,1.028531909,0.985983729,1.021851301,1.015440226,1.019116879,1.024044037,1.029785514,1.019116879,1.03411603,1.026449084,1.028854132,1.015406489,1.024979472,1.019477367,1.016324878,1.019749165,1.035501957,1.021134734,1.024044037,0.985983729,1.017421484,1.016982555,1.019116879,0.988372982
5.92263,1.022370815,1.037397385,1.02007556,1.026206851,0.981652498,1.034257293,1.022279501,1.015884161,1.018325329,1.043254852,1.037397385,1.02647984,1.022370815,1.021216035,1.016993999,1.02384913,1.016390681,1.021186471,1.023764729,1.021933436,1.034257293,1.024452567,0.986518204,1.02233088,0.981652498,0.980932653,1.022370815,1.017229199,1.028617501,0.986164212,1.021933436,1.015482664,1.019167662,1.024072886,1.029871345,1.019167662,1.034257293,1.026478648,1.028934836,1.015447259,1.025037527,1.019530177,1.016362667,1.01979816,1.035293937,1.021186471,1.024072886,0.986164212,1.017473817,1.016993999,1.019167662,0.988919497
5.93096,1.022511125,1.037572026,1.020104527,1.026239514,0.981963038,1.034407616,1.022356272,1.015864015,1.018376112,1.042597651,1.037572026,1.024949431,1.022511125,1.021271586,1.017005324,1.024249673,1.01642251,1.021237373,1.023767948,1.022024512,1.034407616,1.024569631,0.986773729,1.022363067,0.981963038,0.98127681,1.022511125,1.017270446,1.02870667,0.98636061,1.022024512,1.015525341,1.019217968,1.02410078,1.029960394,1.019217968,1.034407616,1.026504636,1.029015779,1.015489697,1.025095701,1.019582391,1.016400218,1.019846082,1.035089493,1.021237373,1.02410078,0.98636061,1.017526269,1.017005324,1.019217968,0.989447474
5.93929,1.022655249,1.03770566,1.020137191,1.026272416,0.982275128,1.034566164,1.022431731,1.015845537,1.018425465,1.041939497,1.03770566,1.023288012,1.022655249,1.021326423,1.017016172,1.024656534,1.016453266,1.02128756,1.023771644,1.022124171,1.034566164,1.024694204,0.987012863,1.022395372,0.982275128,0.98159045,1.022655249,1.017310858,1.028798938,0.986576378,1.022124171,1.015568137,1.019267678,1.024127841,1.030052185,1.019267678,1.034566164,1.026526809,1.029096961,1.015533686,1.025153995,1.019634128,1.016436934,1.019892573,1.034889817,1.02128756,1.024127841,0.986576378,1.017578483,1.017016172,1.019267678,0.989953279
5.94762,1.022802591,1.037803054,1.02017355,1.026305676,0.982645392,1.034732103,1.022505999,1.015829206,1.018473864,1.041287541,1.037803054,1.021543741,1.022802591,1.02138114,1.017026782,1.025069356,1.016482472,1.021337152,1.023775816,1.022232413,1.034732103,1.024825454,0.987248063,1.022428036,0.982645392,0.981980443,1.022802591,1.017350793,1.028894067,0.986810207,1.022232413,1.015610576,1.01931715,1.024154305,1.030145884,1.01931715,1.034732103,1.026545167,1.029178262,1.015578747,1.025212526,1.019684911,1.016472697,1.019937754,1.034697771,1.021337152,1.024154305,0.986810207,1.017630577,1.017026782,1.01931715,0.990450501
5.95595,1.02295351,1.037867785,1.020213962,1.026339173,0.983041108,1.034904599,1.022578716,1.015815377,1.01852107,1.040645957,1.037867785,1.019767284,1.02295351,1.021435499,1.017037392,1.025487542,1.01651001,1.021385908,1.023780227,1.022349119,1.034904599,1.024964571,0.987476885,1.022460938,0.983041108,0.982386351,1.02295351,1.017390013,1.028991818,0.987049222,1.022349119,1.015652657,1.019366026,1.024180412,1.030240417,1.019366026,1.034904599,1.026559472,1.029259682,1.015625358,1.025271177,1.019734979,1.016507745,1.019981623,1.034511447,1.021385908,1.024180412,0.987049222,1.017682433,1.017037392,1.019366026,0.990949512
5.96428,1.023108006,1.037903666,1.020258307,1.026373267,0.983456552,1.035082698,1.022650123,1.015804529,1.018567085,1.040018678,1.037903666,1.018068314,1.023108006,1.021489263,1.017047882,1.025910854,1.01653564,1.021434069,1.023784637,1.022474051,1.035082698,1.025105715,0.987712443,1.022494435,0.983456552,0.982832849,1.023108006,1.017428637,1.029091716,0.987525523,1.022474051,1.015694618,1.019414186,1.024206281,1.030335307,1.019414186,1.035082698,1.026569366,1.029341221,1.015672684,1.025330067,1.019784093,1.016542077,1.0200243,1.034332037,1.021434069,1.024206281,0.987525523,1.017733812,1.017047882,1.019414186,0.991457641
5.97261,1.023266196,1.03791368,1.020306706,1.026407838,0.983873069,1.035265684,1.022719979,1.015797019,1.018611908,1.039408565,1.03791368,1.016560435,1.023266196,1.021542549,1.017058372,1.026338339,1.016559482,1.021481633,1.023789167,1.02260685,1.035265684,1.025250554,0.987962842,1.022527933,0.983873069,0.983288944,1.023266196,1.017466426,1.029193759,0.987888873,1.02260685,1.015735865,1.019461632,1.024232149,1.030430675,1.019461632,1.035265684,1.026575208,1.02942276,1.015721083,1.025389075,1.019832492,1.016575694,1.020065784,1.034160972,1.021481633,1.024232149,0.987888873,1.017784595,1.017058372,1.019461632,0.991980135
5.98094,1.023427844,1.037901998,1.020359159,1.026443124,0.9842816,1.035452247,1.022788286,1.015793204,1.018655539,1.038807392,1.037901998,1.015203595,1.023427844,1.021595359,1.017069101,1.026769519,1.016581297,1.021528482,1.023793221,1.022747755,1.035452247,1.025398731,0.988222778,1.022562027,0.9842816,0.983743489,1.023427844,1.017503738,1.029297352,0.988355577,1.022747755,1.015776277,1.019508243,1.024258256,1.030525446,1.019508243,1.035452247,1.026576757,1.029504299,1.015769958,1.025448322,1.019879818,1.016608596,1.020105958,1.033999085,1.021528482,1.024258256,0.988355577,1.017834663,1.017069101,1.019508243,0.992517829
5.98927,1.02359283,1.037872314,1.020415783,1.026479125,0.984676123,1.035641789,1.022855043,1.015793324,1.018697977,1.038236499,1.037872314,1.014011264,1.02359283,1.021647573,1.01707983,1.027203798,1.016600847,1.021574616,1.023796916,1.02289629,1.035641789,1.025549531,0.988497853,1.02259624,0.984676123,0.984187603,1.02359283,1.017539978,1.029402256,0.988814116,1.02289629,1.015815973,1.019554019,1.02428472,1.030619025,1.019554019,1.035641789,1.026571274,1.029585719,1.01581943,1.025507927,1.019926071,1.016640544,1.020144939,1.033846378,1.021574616,1.02428472,0.988814116,1.017884016,1.01707983,1.019554019,0.993065238
